6.4774 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.4781 	INFO 	Loaded monitor calibration from ['2022_05_17 21:18']
6.8733 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000251C1F96BC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000251C1F95D20>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1, 1, 1]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000251C2CF4250>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.8734 	EXP 	window1: backgroundImage = ''
6.8734 	EXP 	window1: backgroundFit = 'none'
6.8826 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8833 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8839 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8848 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8856 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8861 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8869 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8878 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8881 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8884 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8892 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8898 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8904 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8911 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8916 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8923 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8929 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8933 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8937 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8946 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8950 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8957 	DEBUG 	Uploading Texture Font fontname to graphics card
6.9180 	DEBUG 	Upload of Texture Font fontname complete
6.9241 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9251 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9259 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9261 	DEBUG 	Uploading Texture Font fontname to graphics card
6.9318 	DEBUG 	Upload of Texture Font fontname complete
6.9337 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.9337 	EXP 	window1: recordFrameIntervals = False
7.0137 	EXP 	window1: recordFrameIntervals = True
7.0915 	EXP 	Screen (0) actual frame rate measured at 141.25Hz
7.0916 	EXP 	window1: recordFrameIntervals = False
7.0965 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0969 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0976 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0985 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0993 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1001 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1006 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1013 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1021 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1029 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1032 	DEBUG 	Uploading Texture Font fontname to graphics card
7.1038 	DEBUG 	Upload of Texture Font fontname complete
7.1282 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
10.0233 	INFO 	keyboard.Keyboard is using iohub backend.
10.0233 	INFO 	keyboard.Keyboard is using iohub backend.
10.0234 	INFO 	keyboard.Keyboard is using iohub backend.
10.0234 	INFO 	keyboard.Keyboard is using iohub backend.
10.0234 	EXP 	attention_network_task: status = STARTED
10.2424 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.png', interpolate=True, mask=None, maskParams=None, name='background', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2. , 1.5]), texRes=128.0, units='height', win=Window(...))
10.2490 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2503 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2512 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2524 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2536 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2550 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2559 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2567 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2579 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2591 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2600 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2611 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2623 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2636 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2646 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2657 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2666 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2675 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2687 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2700 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2709 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2721 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2732 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2745 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2759 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2771 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2788 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2801 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2813 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2827 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2848 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2862 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2877 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2903 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2909 	DEBUG 	Uploading Texture Font fontname to graphics card
10.2918 	DEBUG 	Upload of Texture Font fontname complete
10.4711 	EXP 	Created background_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.png', interpolate=True, mask=None, maskParams=None, name='background_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2. , 1.5]), texRes=128.0, units='height', win=Window(...))
10.4768 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4798 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4813 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4827 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4842 	DEBUG 	Uploading Texture Font fontname to graphics card
10.4851 	DEBUG 	Upload of Texture Font fontname complete
10.6767 	EXP 	Created background_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.png', interpolate=True, mask=None, maskParams=None, name='background_3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2. , 1.5]), texRes=128.0, units='height', win=Window(...))
10.6883 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/fix.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), texRes=128, units='height', win=Window(...))
10.8923 	EXP 	Created background_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.png', interpolate=True, mask=None, maskParams=None, name='background_4', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2. , 1.5]), texRes=128.0, units='height', win=Window(...))
10.8971 	EXP 	Created cues = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='cues', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), texRes=128, units='height', win=Window(...))
10.9009 	EXP 	Created target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='target', opacity=1, ori=1.0, pos=array([0., 0.]), size=array([0.25, 0.25]), texRes=128, units='height', win=Window(...))
10.9033 	EXP 	Created fixationshort = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/fix.png', interpolate=True, mask=None, maskParams=None, name='fixationshort', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), texRes=128, units='height', win=Window(...))
11.0996 	EXP 	Created background_5 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.png', interpolate=True, mask=None, maskParams=None, name='background_5', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2. , 1.5]), texRes=128.0, units='height', win=Window(...))
11.2029 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.4132 	EXP 	Created background_6 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.png', interpolate=True, mask=None, maskParams=None, name='background_6', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2. , 1.5]), texRes=128.0, units='height', win=Window(...))
0.0339 	EXP 	inst1textbox: autoLog = True
0.0339 	EXP 	inst1textbox_2: autoLog = True
0.0339 	EXP 	trial_counter_2: autoLog = True
0.0339 	EXP 	reminder: autoLog = True
0.0339 	EXP 	trial_counter: autoLog = True
0.0339 	EXP 	reminder_2: autoLog = True
0.0339 	EXP 	trial_counter_3: autoLog = True
0.0339 	EXP 	reminder_3: autoLog = True
0.0339 	EXP 	inst1textbox_3: autoLog = True
0.0820 	INFO 	Keyboard events cleared
0.0817 	EXP 	background: autoDraw = True
0.0817 	EXP 	inst1textbox: autoDraw = True
0.8381 	DATA 	Mouse: Left button down, pos=(359,308)
0.8938 	DATA 	Mouse:  Left button up, pos=(359,308)
2.0614 	DATA 	Keypress: space
2.0770 	INFO 	Keyboard events cleared
2.0766 	EXP 	background: autoDraw = False
2.0766 	EXP 	inst1textbox: autoDraw = False
2.0766 	EXP 	background_2: autoDraw = True
2.0766 	EXP 	inst1textbox_2: autoDraw = True
2.2581 	DEBUG 	Read excel file with openpyxl: cond.xlsx
2.2585 	EXP 	Imported cond.xlsx as conditions, 7 conditions, 4 params
2.2598 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'cue': 'stim/blank.png', 'tar': 'stim/congLeft.png', 'corrAns': 'left', 'targOrientation': 0, 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
2.2614 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.2626 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.2638 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
2.2641 	DEBUG 	Uploading Texture Font fontname to graphics card
2.2647 	DEBUG 	Upload of Texture Font fontname complete
2.3376 	DATA 	Keypress: space
2.3557 	EXP 	background_2: autoDraw = False
2.3557 	EXP 	inst1textbox_2: autoDraw = False
2.3557 	EXP 	background_3: autoDraw = True
2.3557 	EXP 	image: autoDraw = True
2.3557 	EXP 	trial_counter_2: autoDraw = True
2.3557 	EXP 	reminder: autoDraw = True
2.4699 	DATA 	Keypress: space
2.9917 	EXP 	background_3: autoDraw = False
2.9917 	EXP 	image: autoDraw = False
2.9917 	EXP 	trial_counter_2: autoDraw = False
2.9917 	EXP 	reminder: autoDraw = False
2.9917 	EXP 	background_3: autoDraw = False
2.9917 	EXP 	image: autoDraw = False
2.9917 	EXP 	trial_counter_2: autoDraw = False
2.9917 	EXP 	reminder: autoDraw = False
2.9917 	EXP 	cues: image = 'stim/blank.png'
2.9917 	EXP 	target: ori = 0.0
2.9917 	EXP 	target: image = 'stim/congLeft.png'
2.9917 	EXP 	background_4: autoDraw = True
2.9917 	EXP 	cues: autoDraw = True
2.9917 	EXP 	fixationshort: autoDraw = True
2.9917 	EXP 	trial_counter: autoDraw = True
2.9917 	EXP 	reminder_2: autoDraw = True
3.0899 	EXP 	cues: autoDraw = False
3.3962 	INFO 	Keyboard events cleared
3.3958 	EXP 	target: autoDraw = True
