4.7855 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.7863 	INFO 	Loaded monitor calibration from ['2022_05_17 21:18']
5.0457 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000245A9756BC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000245A9755D20>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1, 1, 1]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000245AA4B42E0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.0458 	EXP 	window1: backgroundImage = ''
5.0458 	EXP 	window1: backgroundFit = 'none'
5.0533 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0540 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0547 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0556 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0565 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0569 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0576 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0585 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0587 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0590 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0597 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0604 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0610 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0617 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0623 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0629 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0636 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0641 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0646 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0654 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0658 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0661 	DEBUG 	Uploading Texture Font fontname to graphics card
5.0708 	DEBUG 	Upload of Texture Font fontname complete
5.0766 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0775 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0783 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.0785 	DEBUG 	Uploading Texture Font fontname to graphics card
5.0824 	DEBUG 	Upload of Texture Font fontname complete
5.0842 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.0842 	EXP 	window1: recordFrameIntervals = False
5.1750 	EXP 	window1: recordFrameIntervals = True
5.2513 	EXP 	Screen (0) actual frame rate measured at 144.56Hz
5.2513 	EXP 	window1: recordFrameIntervals = False
5.2567 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.2572 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.2580 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.2589 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.2597 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.2606 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.2611 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.2618 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.2626 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.2634 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.2637 	DEBUG 	Uploading Texture Font fontname to graphics card
5.2644 	DEBUG 	Upload of Texture Font fontname complete
5.2757 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
7.6542 	INFO 	keyboard.Keyboard is using iohub backend.
7.6542 	INFO 	keyboard.Keyboard is using iohub backend.
7.6542 	INFO 	keyboard.Keyboard is using iohub backend.
7.6543 	INFO 	keyboard.Keyboard is using iohub backend.
7.6543 	EXP 	attention_network_task: status = STARTED
7.8627 	EXP 	Created background = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='background.png', interpolate=True, mask=None, maskParams=None, name='background', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2. , 1.5]), texRes=128.0, units='height', win=Window(...))
7.8696 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
